id,relevance
1,1.9516501213739674
4,2.055246482643378
5,2.2092228006608994
6,2.5451826650840332
7,2.3900116381008933
8,2.135441360400175
10,2.5151715477152403
11,2.5174710996604115
12,1.926259766744983
13,2.6529910512591988
14,2.709758224310582
15,2.4897622044995327
19,2.3725043530879253
22,2.6529910512591988
24,2.347553570461018
25,2.392755755320265
26,1.9824163757063018
28,2.426959594173638
29,2.1205563663923486
30,2.218267917130541
31,2.6529910512591988
32,2.62062043108787
33,2.084010185379193
36,2.294401615003795
39,2.1567061895919495
40,2.6529910512591988
41,2.1116708730794262
42,2.3603851351489364
43,2.5647194686495616
44,2.4533518450152076
45,2.561712459717174
46,2.4606662712249108
47,2.1260762842727665
49,2.5576222610256503
50,2.4356294841948696
52,2.034995080411038
53,2.0619566112827017
54,1.9890954575277322
55,2.4706822370892443
56,2.3846235710269137
57,2.0785196990225674
58,2.632845060361577
59,2.442023727409228
60,1.7747769451148576
61,2.62062043108787
62,2.3038287847669903
63,2.3059304215475445
64,2.4298495575140486
66,2.5586977816208702
67,2.412954451885246
68,1.9734958648530938
70,2.103806997745125
71,2.3603851351489364
72,2.0983708323499592
73,1.9057405830379137
74,2.006685858402172
76,1.9844032131837106
77,2.0118753736877535
78,1.9914571031086896
79,2.115120200997183
80,2.0205452637089856
82,2.340186438583956
83,2.340186438583956
84,1.7238430410354353
86,2.288972694798635
87,2.62062043108787
89,1.9334810525010069
91,1.986456115019298
93,1.7591773524402192
94,1.9795264123658913
95,1.8878414384181041
96,2.092590905669138
97,2.029215153730217
98,2.1604353572156048
99,2.099520608322545
100,2.6529910512591988
102,2.348265917209948
103,2.0009059317213507
104,2.0009059317213507
107,2.1237900910184146
108,1.988196302387123
109,2.1829975273055138
110,2.325031520322978
111,2.325031520322978
112,2.209598027109309
115,2.2703205503646555
116,2.4331531484502267
118,2.62062043108787
119,2.501881422438521
121,2.4533518450152076
124,2.6529910512591988
126,2.3725043530879253
128,2.139024372697391
129,2.5333815788588416
130,2.3603851351489364
131,2.2084478327918626
132,2.224047425466501
133,2.6529910512591988
134,2.070915941628129
135,2.2676552690789618
137,2.2188079782867125
139,2.4477293987126836
140,1.9910862657275334
141,2.1055782319308425
142,1.9589506614085304
144,2.62062043108787
145,2.6529910512591988
146,2.2761004770454765
148,2.1058909463986053
151,2.3603851351489364
152,2.1020357635594067
153,2.1672620039625845
154,1.9723150420626152
155,1.995716416435769
156,1.844862825693102
159,1.9855840359741892
160,2.126864610832623
161,2.2637090885645055
163,2.522909407833999
167,2.400949924109943
168,2.396742788965902
169,2.0113160091104074
170,2.62062043108787
171,2.6529910512591988
173,2.0619177917904827
174,2.0384543237815427
175,2.2559832866769165
176,2.201831372090539
180,2.129133115959901
183,2.0753092485400684
184,2.114123934680502
185,2.114123934680502
187,2.501881422438521
188,2.094331093036963
189,2.0954808690095486
190,2.061480890051148
192,2.209598027109309
194,2.400949924109943
196,1.9791826510802357
197,2.032664481647974
198,2.62062043108787
199,2.62062043108787
200,2.6529910512591988
204,2.6853616714305275
206,2.62062043108787
207,2.376544092400921
208,2.4500793008969226
209,2.185646785266696
211,2.6529910512591988
212,2.344278883564311
213,2.62062043108787
216,2.5519975684342944
217,2.3039203099265686
218,2.372557058755284
219,2.392755755320265
220,2.144443377449804
221,2.275550609576017
222,2.180583703541518
224,2.10415075903078
225,2.3676995613586396
228,2.328067220644967
229,2.3233966351504116
230,2.6136936113470757
231,2.0978813340827247
232,2.103661260763546
234,2.010166233137822
235,2.3159480027059787
236,2.4250736698242346
237,2.4250736698242346
238,2.6529910512591988
239,2.102198770323198
240,2.172865146843934
242,2.5624892555301817
243,2.3603851351489364
244,2.3143614341335184
246,2.106696961085535
247,1.966006797622341
248,2.134913042640722
249,2.327579865156155
250,2.1632533114674817
251,2.447803654090049
252,2.3603851351489364
253,1.9853451585389315
254,2.3160534140406974
256,2.62062043108787
258,1.9887867137823623
260,2.1372746882216798
262,1.9632177474099357
263,2.22735143474754
264,1.995716416435769
265,1.8942117764941646
267,2.5576222610256503
268,2.184654489672407
269,1.938192600266203
271,2.358798566576476
273,2.4500793008969226
274,2.2296820335106045
277,2.3321069599579634
278,1.9934246371649238
279,2.0885511663561416
280,2.461639154258565
281,2.2836300882020093
282,2.610449340273531
283,2.62062043108787
285,2.62062043108787
286,2.0575554225569763
287,1.997456603803594
288,2.4182897041524063
289,2.4182897041524063
291,2.291709566828002
292,2.3603851351489364
295,2.4182897041524063
296,2.4182897041524063
298,2.3038287847669903
299,2.4412326270762192
300,2.416994191198242
301,2.404927678926613
302,2.6529910512591988
303,2.0329111317575577
304,2.154162130315616
306,2.326772235175124
307,2.1137393202636656
308,2.493180485599396
309,2.5517991257853567
