relevance,id
1.9170067038881438,1
1.8282288886160334,4
2.063977206566896,5
2.525325160990299,6
2.393856314377267,7
2.2228231104169045,8
2.395168710254038,10
2.5774837762120066,11
2.2640727507887433,12
2.8014566322680006,13
2.593869626972135,14
2.407308995885893,15
2.431695790330061,19
2.721731505653453,22
2.50913895215458,24
2.3024082934845085,25
1.9691646386367663,26
2.5131869964695253,28
2.1183204250373153,29
2.218909639020451,30
2.7173287253451845,31
2.7215331551035127,32
2.266782631669706,33
2.309622898643859,36
2.369894026858415,39
2.7237994559660255,40
2.7382548469387755,41
2.559777091953903,42
2.7065410408807606,43
2.3714432020052763,44
2.6218162101669664,45
2.6941369105773414,46
2.071539245005067,47
2.16623820795258,49
2.3493558823231746,50
2.2632275633098757,52
2.0624935107880082,53
2.0269599213900804,54
2.624264488772546,55
2.2608314530082927,56
2.13265630189616,57
2.010894076099339,58
2.274692440097032,59
1.983533719403002,60
2.618320449742509,61
2.403770077037928,62
2.2709440219134605,63
2.5757394970205723,64
2.3626599084667546,66
2.3604023448281133,67
1.6192207673187393,68
1.8854283018232791,70
1.9584903197170362,71
1.9644533696623647,72
2.0129893810973067,73
1.891780637511011,74
1.844221583179431,76
2.381237412717943,77
1.5678099078360588,78
2.012100754716826,79
1.757130101956328,80
2.4359237109590985,82
2.4610469969712443,83
1.7303053786165652,84
2.1218014664727733,86
2.7002026787699114,87
1.8266351434943224,89
2.3809045633126127,91
1.75639885583524,93
2.0537951025627526,94
2.072952387795931,95
1.6680582244216162,96
1.893070414524362,97
2.1846263817577767,98
1.631101827829082,99
2.7143210305320364,100
2.499406050700398,102
2.1117231944841546,103
1.8618758436275822,104
2.052475,107
2.0013687405244664,108
2.481106512328227,109
2.362139356624978,110
2.345139356624978,111
2.2044158478442513,112
2.251101061507937,115
2.247099931553284,116
2.4505833333333333,118
2.415728329419475,119
2.2305056769107523,121
2.640127033967538,124
2.5476903084038787,126
2.002447407181795,128
2.312408848619142,129
2.6027384817893404,130
2.000005134205277,131
2.1312614515054156,132
2.7136843424519457,133
2.339418148092773,134
2.1819213766237024,135
2.5540797818364895,137
2.675662791114278,139
2.3328805556721792,140
1.9834036684288545,141
2.3044215067141467,142
2.3692426746876487,144
2.7496999580451407,145
1.9060062113611085,146
1.9210368622571594,148
2.247785802633257,151
2.240811499015594,152
2.182474175174569,153
2.0962972183608146,154
1.8526063343106476,155
2.035892291768148,156
1.9574736256587202,159
1.9969799439524842,160
2.346632721975565,161
2.6670575742977456,163
2.4014011235199684,167
2.369438846521107,168
1.9961653494866105,169
2.81309505140605,170
2.5952001294116394,171
2.3091036717056905,173
2.26211134042724,174
2.422899066093941,175
1.8865863430071481,176
2.145806271866454,180
2.214758158085246,183
2.0046752971220645,184
1.9328538685506362,185
2.393594399121293,187
2.219501267067959,188
1.5225376057768716,189
2.4750274821940055,190
2.2155643723278784,192
2.4177955271675913,194
2.05480688186478,196
2.1825281097975817,197
2.339709019607843,198
2.4941363222094735,199
2.5939835933074855,200
2.759905374699645,204
2.4693821671627942,206
2.3682697306925666,207
2.5509608547971445,208
2.1652389181438547,209
2.573363620318154,211
2.1641220147155,212
2.462732423356119,213
2.618370072081291,216
2.339010092112269,217
2.305601759481703,218
2.2683558782742845,219
2.2809627630964173,220
2.45949379823299,221
2.2506386909422575,222
1.5560989827898328,224
2.4370366902212672,225
2.508736980399258,228
2.039905805399756,229
2.6349680369897728,230
2.2981537860648342,231
2.315347495044636,232
2.3257869166399074,234
2.515014051725184,235
2.3866348417472025,236
2.4569760892607007,237
2.8088552532533755,238
2.254670370698327,239
2.1975368185730417,240
2.694976401708259,242
2.352462467292828,243
2.291248310180501,244
2.4131288258278785,246
2.2841659757163852,247
2.240594765196343,248
2.5143988760350875,249
2.294206881016079,250
2.065214285714286,251
2.465166406459508,252
1.8196642674352173,253
2.208920696980596,254
2.4664865346771543,256
2.175883407879734,258
2.151117005233944,260
2.173312502856109,262
2.2437969060757927,263
1.883220025238559,264
1.9150947097929596,265
2.656459440003263,267
2.2997866736297623,268
2.0065347676091365,269
2.307848914109427,271
2.3000492797822263,273
1.985184808884822,274
2.591614851006862,277
2.062069458754042,278
1.9564740608853515,279
2.665093435246626,280
2.494908937588966,281
2.6752821424664384,282
2.3890579432235812,283
2.74281894449546,285
2.164913775871782,286
1.940474629463289,287
2.689894806970301,288
2.689894806970301,289
2.270877991293488,291
2.505900712541037,292
2.6744316172419476,295
2.6744316172419476,296
2.6007966192299894,298
2.35805372204218,299
2.3515108713608606,300
2.4240677478018333,301
2.733242956563519,302
2.1120052188763205,303
1.8098263274125916,304
2.363907905855259,306
2.2661348984616962,307
2.505423685047657,308
2.581613870025366,309
2.431770372203916,310
2.6093254452382255,311
2.663267535897929,312
2.2262254546062588,313
2.6495969116310247,315
2.4727285855940564,316
2.2089925060176636,317
2.5909108508640832,320
2.4327539380081302,321
2.307125,322
2.636833241564281,324
2.7242389268727996,325
2.49238909794275,326
2.738342996395866,328
2.4379467094028042,329
2.31559337079417,330
2.303289060185455,332
2.297746708850833,333
2.164650047749302,336
1.6899974698843738,337
2.5180034474331947,338
2.0050748711067286,339
2.5250993941096906,342
1.8864017918827478,344
2.425774517704917,345
2.1562312807881776,348
2.7852390383745247,349
2.302121006043909,352
2.595727811273873,353
2.3747061056514456,356
2.684371770939559,357
2.449292329191661,358
2.0771402444461406,360
1.8621679805384304,362
2.6245829596024057,364
2.750759464217878,366
2.7486876712212394,367
2.0537908464916343,368
2.427991740206898,369
2.7907371264032403,370
2.7944398893043263,371
2.682928814950574,372
2.4229156579993565,376
2.770658900624883,377
2.427663369684362,378
2.622876204821554,379
1.7918303030303033,380
2.410332975552279,381
2.1074762224698027,382
2.1353536487723868,383
2.7758115570712105,384
2.584084162352081,386
2.574192440383559,387
2.2528916210800225,388
2.115289748048992,390
1.8300111903479324,391
2.609335574640363,392
1.9991513895799806,393
2.0571864237845223,394
2.2970331894334435,395
2.5887224702358553,396
2.1850026435195296,398
2.6648241224398186,399
2.5643361189074554,404
2.7058430929471555,405
2.349554087655579,406
2.235164756161291,409
2.3334659410608176,410
2.6881871698482,412
2.3814062856111478,414
1.6732564817738722,415
2.3181712064566824,416
1.9175102536035138,417
2.27368830434205,419
2.3962901248803026,420
2.170938322596924,423
2.307533198276581,424
1.6843869962886011,425
2.659956630015646,426
2.2352198621449153,427
2.5330382931238136,428
2.3576100715652215,429
2.0516390283715547,430
2.649237839651295,431
2.602918252083771,432
2.3886191691111054,433
2.5561829978157293,434
2.324348076694874,435
2.5105909515447165,436
2.7671762301830363,437
2.481590923314348,438
2.576997869395484,439
2.3339209111269748,441
2.602918252083771,442
2.193844176575389,443
2.325830910610705,448
2.2536123587467602,449
2.2895433151438023,450
2.55894562117478,451
2.6606424737609844,453
2.7920335947975246,457
2.6426317783434228,460
2.81652869022971,462
2.8394409984566056,463
2.2522268629705495,464
2.733518201382659,465
2.804473099861706,466
2.1095394099677174,467
2.5327427873415975,471
1.9004856873377438,472
2.437521296466409,474
2.007762391948983,477
2.385003235992748,482
2.349503500630415,483
2.715558392899151,484
2.7322981054002997,486
1.7084835666150884,487
2.5542193257084653,488
2.1955423648533166,489
2.0862556445853238,490
2.433033566576007,493
2.088599488833293,494
2.3499042018954928,495
2.1659229104478652,496
2.024163998632327,498
2.541225018189483,499
2.491566206346768,502
2.3882961525189788,503
2.414914093634737,504
2.0915509113472193,505
2.4215998025318166,506
2.288285894936748,507
2.424736600437487,509
2.1950790515349343,510
2.2134884079875383,512
2.2696644026315056,513
2.683100768682873,514
2.2761726298861524,515
2.011744237075365,518
2.4171267647674908,519
2.7170970138844384,520
2.407522795392434,521
2.100806458194369,522
2.2719042466142176,523
2.6256361687085557,525
2.7154365490251204,526
2.4768193638877465,527
2.428345458890873,528
2.7060745159655175,529
2.686340622148336,530
2.52643464090733,531
2.846152193846616,532
2.213635712889494,534
2.4100810653505347,535
2.4821331228100236,537
2.3058419120611546,538
2.675385763701724,539
2.3186690646830956,540
2.3791442491600936,541
2.522239565758785,543
2.7012307697217173,545
2.2742350348399847,546
1.9831328463976114,547
2.3045922407704045,548
2.4481594226441157,550
2.446625680101514,552
2.3845622649034635,553
2.023938512780504,554
2.6987686288418797,555
2.297337297024423,556
1.9579920636125496,558
2.4481594226441157,560
2.042183026584591,561
2.7604764471837626,564
2.6294861449781406,565
2.7663457026470484,566
2.227281565420255,567
1.7881663167717563,569
2.5447780803198023,570
2.1163318377586195,574
2.6795899942565944,575
2.292470116653454,577
2.7785351561595486,578
2.0286460692858435,579
2.487057605042162,580
2.6108128859102395,586
2.79694180569996,587
2.1873805221710554,588
2.3257175318858545,589
2.7668595381343852,590
2.4404973483173706,592
2.2026626334530475,594
2.73062211286323,596
2.7767227984128042,597
2.3366860325108503,598
2.6753920735650683,599
1.7955516826763052,601
2.609640726770952,602
2.425621540856407,603
2.0824579810693176,604
2.367401681947738,607
2.4128768742389215,608
2.0011642350294383,609
1.9708740420268847,610
2.225170062371681,612
2.3561382234554786,613
1.9704588745040144,614
2.589899695600425,615
2.5826401543097974,616
2.376899037233218,617
2.214240448658737,618
2.8030584756893555,620
2.609159960596999,621
2.72881911841722,622
1.9908770492180132,623
2.7159033130451737,624
2.349315511802747,625
2.2852040474160935,627
2.1843912954670737,628
2.8159846359474034,629
2.482941043192867,631
2.5731506901721586,632
1.9018082398940561,633
2.226118057360207,638
2.2208233270296,639
2.0002356901052627,641
2.428724899260349,645
2.7721024329287793,647
2.257310932383837,648
2.6797128959372754,649
2.4363686797716424,650
2.7453980886964056,651
2.5883296938014526,654
2.3979589465737337,655
2.773802613659748,656
2.920523202298434,657
2.404848938141257,658
2.373597504454172,664
2.772191136710699,665
2.2850431840643717,667
2.30515558387393,672
2.7719701540355235,673
2.176341513110857,675
1.7279200139517925,676
2.2005789376503335,678
2.3171282004872333,681
2.5465732171171327,683
2.7053192026509785,684
2.767826087325442,685
2.6819938210602388,689
1.8529039351590613,692
2.3822367745602877,693
2.461839705774758,694
2.1520549596135425,695
2.2080622995311767,697
2.6187969718291666,698
2.6934540807484857,699
2.5713845601284646,701
2.70066613950499,702
2.287460195007616,703
2.4419026457107798,704
2.549463017243524,705
2.5892161875631707,706
2.6477787661970624,707
2.6795257041343366,708
2.309105583408861,709
2.113659177357049,710
2.462027041708292,711
2.4876959219696446,714
2.332247445446902,716
2.7072690088165414,717
2.4164190605918483,719
2.2288782986152826,720
2.2968047601573227,721
1.8937178175311857,723
2.805031120475776,724
2.6248665163759055,725
2.250040746461749,727
2.4418191605191177,728
2.344016792088609,729
2.498319139033391,730
1.9372376532234483,732
2.345837205226989,733
2.439502557220875,735
1.8682533644431427,736
2.5313589001645895,738
2.6967776096215745,741
2.326672615875398,744
2.271667962639929,746
2.3156813023004643,747
2.1175078946303696,750
2.1488657039484904,752
2.349413462195938,754
2.399416124249641,755
2.457311187095528,757
2.6121983808975036,761
2.0896766571309913,762
2.408922655510294,766
1.8938876793030457,767
2.663860869484787,768
2.678933545378727,769
2.347376364454508,770
1.9866887115902663,772
2.266248368905097,774
2.267229189146113,775
2.2278202986367206,776
2.349123184995975,777
2.3298934106409805,779
2.776956243821963,780
2.400205581762948,781
2.371903733221133,782
2.4414648729493096,783
2.226035478834649,785
2.327913200196402,786
2.4271317513831216,788
2.19589423325868,789
2.3580686110125413,792
2.2804441416381405,793
2.3579619307425506,794
2.2458106773136626,795
2.2769650023658627,796
2.6909024738173466,797
2.7381411750386677,798
2.4576614489221305,799
2.369942092280137,802
2.772683376906721,803
2.765807266619711,804
2.7803775466230376,805
2.829418785479773,806
2.616604483992847,807
2.362595126871841,808
2.3682244570402657,809
2.597083824280163,810
2.371284257957742,813
2.4518436683578875,814
2.5584410467390466,815
2.4150756800305544,816
2.1916462103073506,820
2.220104959758765,821
2.5510889927135723,822
2.4180576640207856,823
2.14927183210443,825
2.66163403607657,827
2.1444278549360054,829
2.28031925113154,830
2.307400822769921,833
2.2916903672556357,834
2.1969663876603014,835
2.2607826565832085,836
2.7354339802874224,838
2.104025340312798,839
2.1515001952474444,840
2.311258208975811,841
2.3338762356648877,842
2.332904617348041,845
2.132924000561944,846
2.344278533618048,848
2.3512174727825284,849
2.096612779426703,850
2.2250155629639967,851
2.614688424273574,853
1.8362038735726955,854
2.381681400893471,855
2.558019619320802,856
2.142330172197084,858
2.6352158455042813,859
2.501883575748633,860
2.7808496756644785,861
2.1336516748751935,863
2.273777022831109,864
1.9274131575769229,865
1.9074270137251894,866
2.6155489298622037,870
2.327785515348232,871
2.3093705371483226,873
2.320318355986497,874
1.9524381090814724,875
2.407340622969402,877
2.734929754030576,879
2.357505443072358,880
2.1686330456517795,883
1.6812009556796776,884
2.358028799370266,887
1.9103278737052463,888
2.2745678371986195,889
2.1674375798621717,890
2.0299444194608753,891
2.097545093125133,892
2.433001679850375,896
2.128151259482663,897
2.311818438271535,900
2.532006873814323,901
2.7218794380795135,903
2.2657247427744407,904
2.6755825659399965,905
2.755697196680622,906
2.7686528742542573,907
2.297287836077019,911
2.247918198662396,913
1.9068942480095479,914
1.9987631978197566,915
2.332300777777372,916
2.0178834514947424,917
1.84637239770723,919
2.321507158377704,920
2.431981319278501,921
2.8288891142309702,924
2.3737152416938025,925
2.402023460866136,926
1.980574145561209,927
2.6850907459987363,930
2.6850907459987363,931
2.6092447691042997,932
2.5013530308948493,933
2.658379152938059,935
2.215985177738083,936
2.286399737280198,937
2.298208681779104,938
2.338563589960476,939
2.1187702107171122,941
2.4444092602149454,942
2.8068105528960734,943
2.6965158630668413,945
2.308034250351098,946
2.016704521084347,947
1.8786765909898644,948
2.482287314917814,949
2.2097424147957585,950
2.2626648752590843,951
2.2467162034947217,952
2.2642652058769004,953
2.0840223385821153,955
2.1572397540983608,956
2.680468220361356,957
2.2614228332645956,959
2.0669404761803425,960
2.609918562766224,961
2.2179814583237003,964
2.500318296120848,965
1.7228923860389025,966
2.5906876805477705,967
2.7263937473724025,968
2.804476174802119,970
2.8105737559870683,971
2.2005259520413905,972
2.7221822413899863,973
2.741306949151852,975
2.25687231398735,976
2.381151596074896,977
2.5525721420609826,979
2.759228516315761,980
2.6604492332850067,981
2.7897444779881537,982
2.316988538255546,983
2.3873372754456814,985
2.429549473638291,986
2.3373375708453348,987
2.0639382152388883,988
2.2129034984949376,989
2.4316348004422563,990
2.434478279309106,992
2.525669968185646,993
2.7825863937587894,994
2.101728778115013,995
2.0825484557125047,996
2.483529861004803,997
2.455034869625894,998
2.41992574953959,999
2.6803046341048646,1002
2.1781633826558293,1003
2.5342652210040444,1005
1.6209813855415085,1006
2.1704115951201595,1009
2.5624378582968146,1010
2.317626621956414,1011
2.7573011026680754,1012
2.734215951038372,1013
2.78133000761846,1014
2.289395242579244,1015
2.3293444788342006,1016
2.315066346093952,1017
2.623808501601037,1018
2.426867542686662,1021
2.7590831879661004,1023
2.2547002748657534,1024
2.3308652132151457,1025
2.2986003247518356,1027
2.6507928911203194,1029
2.3731653934694785,1030
2.223159228107023,1032
2.328756238544452,1033
2.3383587128786045,1034
2.4063099825041196,1035
2.509551141245633,1036
2.6293655369866165,1037
2.2023287707213326,1039
2.090135969900076,1041
2.5219293473007593,1042
1.9240595023496454,1043
2.1556757308908603,1044
2.333297163377928,1045
2.195425895656677,1046
2.090959632567974,1047
2.288005162327255,1048
2.1789890233998697,1049
2.083140259624049,1050
2.4523823529411763,1052
2.332102372971213,1054
2.460833301126851,1055
2.5893407867488825,1057
2.5193258903534677,1058
2.7335783658632766,1059
2.4651168592056942,1061
2.2857271531664636,1063
2.028342497350273,1064
2.4676591042448752,1066
2.421881431066378,1067
2.4762258820413257,1069
2.360821871478829,1070
1.9405276314028121,1071
2.0929377766799675,1075
2.6897836890390283,1077
2.185568422805566,1078
2.718876725806432,1079
2.2651744838737446,1082
2.35883439780092,1085
2.4156342866107408,1087
2.583773256078845,1088
2.7631458720434456,1089
2.4640156238381263,1091
2.393831171347415,1092
2.7760304257275488,1093
2.5365053618488673,1094
2.4921057896583347,1096
2.402917194945589,1099
2.188868888993408,1100
1.9787030222131807,1102
2.1757714419730116,1105
2.326580778768843,1106
2.6262599029415994,1109
2.5075325987298864,1110
2.744316563924021,1111
2.0527800056152996,1112
2.0671256934624873,1113
2.2250407839514175,1114
2.628693926539257,1115
2.5095576666974493,1117
2.5390991750441456,1118
2.549949340739105,1119
2.496613454605104,1120
2.6697415062542555,1122
2.3333505374966323,1123
2.36258121479638,1124
1.68663358974359,1125
2.263181400241465,1126
2.3030348215896947,1127
2.228477950005836,1130
2.2551506975890954,1131
2.662019696097601,1133
2.4464606229362635,1136
2.0428296926969223,1137
2.5733516954105724,1139
2.3235286500490453,1140
2.5814105897567607,1141
2.4775156551139874,1143
2.301166740779618,1144
2.4223036242987206,1147
2.2806584612791454,1149
2.079220743289925,1150
2.060880567673085,1152
2.6281037620166274,1153
2.5296542973846714,1154
2.5330131938327787,1156
2.1636583677869785,1157
2.5885159555552373,1158
2.086466540639967,1160
2.640437767628094,1161
2.671999130620692,1162
2.3501644363336487,1163
2.6460012175465897,1166
2.0070692700267623,1167
2.54758754114794,1169
2.333866230132944,1170
2.538570585177749,1173
2.5559151538104015,1174
2.606025047598634,1175
2.7632173620840295,1178
2.772026003381956,1179
2.2405962407726685,1181
2.3510341639184618,1182
2.635997748091039,1183
2.535428150712267,1184
2.7225184563924043,1186
2.375043663473064,1187
2.338801850153312,1188
2.3653665436089737,1189
2.300578273456048,1190
2.378217511720532,1193
2.5689092039503887,1194
2.374937816161257,1197
2.4999741451202424,1198
2.762141105897034,1199
2.3395924445514193,1200
2.7161948095907142,1201
2.207698638086719,1202
2.0550534809794767,1203
2.359849419862236,1204
2.690868048779769,1207
2.013127829845252,1209
2.095128112093107,1210
2.2192506403709795,1211
1.9201076184924308,1213
1.979953080066122,1214
2.3751678634907925,1217
1.8404146189928454,1219
1.6686274991312953,1221
2.550840461791297,1222
2.4866554589556538,1223
2.46572364930367,1225
2.1702158136444196,1226
2.5086952641027285,1229
2.7049174054518788,1232
2.234090532369829,1233
2.4712202283752243,1234
2.551568644452135,1235
2.019009038444073,1236
2.3682123417752328,1239
2.521835299631172,1240
2.2986743568030383,1241
2.7508113526184284,1242
2.512151543095846,1244
